formula,class,mp,technique,dag_nodes,temporals,tree_nodes,sharing,build_s,equiv,reconstructed
aut_19496.hoa,?,?,daisy2,6,2,7,1.2,0.062,True,GF(!a & Xa)
aut_19500.hoa,?,?,daisy2,6,3,7,1.2,0.062,True,G(Fa & F!a)
aut_19508.hoa,?,?,daisy2,4,2,4,1.0,0.065,True,GF!a
aut_19512.hoa,?,?,daisy2,4,2,4,1.0,0.066,True,GF!a
aut_19522.hoa,?,?,-,,,,,15.027,BUILD_TIMEOUT>15s,
aut_19523.hoa,?,?,buchi,46,9,376,8.2,1.124,True,F(!a & X!a) & ((a U (!a & X!a)) | ((a | Xa) U (a & X(a U (!a & X!a))))) & (((!a …
aut_19555.hoa,?,?,daisy,4,2,4,1.0,0.065,True,GF!a
aut_19570.hoa,?,?,buchi,3,1,3,1.0,1.097,True,F!a
aut_19580.hoa,?,?,daisy2,6,2,8,1.3,0.065,True,GF(!a & X!a)
aut_19586.hoa,?,?,-,,,,,0.579,NOT_LTL,
aut_19650.hoa,?,?,-,,,,,15.027,BUILD_TIMEOUT>15s,
aut_19651.hoa,?,?,-,,,,,0.587,NOT_LTL,
aut_24834.hoa,?,?,daisy,3,2,3,1.0,0.064,True,GFa
aut_24835.hoa,?,?,daisy+strength2,1,0,1,1.0,0.065,True,1
aut_24838.hoa,?,?,daisy,3,2,3,1.0,0.064,True,GFa
aut_24839.hoa,?,?,daisy,1,0,1,1.0,0.063,True,1
aut_24864.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_24868.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_24880.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_24883.hoa,?,?,acc,1,0,1,1.0,1.103,True,1
aut_24884.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_24887.hoa,?,?,acc,1,0,1,1.0,1.119,True,1
aut_24888.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_24892.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_24896.hoa,?,?,daisy2,1,0,1,1.0,0.062,True,1
aut_24898.hoa,?,?,acc,1,0,1,1.0,1.099,True,1
aut_24899.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_24928.hoa,?,?,daisy2,1,0,1,1.0,0.063,True,1
aut_24944.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_24947.hoa,?,?,acc,1,0,1,1.0,1.102,True,1
aut_24948.hoa,?,?,daisy2,1,0,1,1.0,0.063,True,1
aut_24951.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_24952.hoa,?,?,daisy2,1,0,1,1.0,0.063,True,1
aut_24956.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_24960.hoa,?,?,daisy2,3,2,3,1.0,0.062,True,GFa
aut_24962.hoa,?,?,buchi,8,3,13,1.6,1.101,True,Fa & G(!a | X(!a R Fa))
aut_24963.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_24964.hoa,?,?,daisy2,3,2,3,1.0,0.066,True,GFa
aut_24966.hoa,?,?,buchi,8,3,13,1.6,1.103,True,Fa & G(!a | X(!a R Fa))
aut_25024.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_25026.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_25027.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_25028.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_25031.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_25091.hoa,?,?,daisy+strength2,9,4,11,1.2,0.065,True,F((a & XG!a) | GFa)
aut_25095.hoa,?,?,daisy,9,5,11,1.2,0.066,True,F(GFa | (a & GF!a))
aut_25104.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_25107.hoa,?,?,buchi,2,1,2,1.0,1.113,True,Fa
aut_25108.hoa,?,?,daisy2,3,2,3,1.0,0.062,True,GFa
aut_25123.hoa,?,?,buchi,2,1,2,1.0,1.107,True,Fa
aut_25127.hoa,?,?,buchi,2,1,2,1.0,1.107,True,Fa
aut_25155.hoa,?,?,buchi,2,1,2,1.0,1.112,True,Fa
aut_25159.hoa,?,?,buchi,2,1,2,1.0,1.109,True,Fa
aut_25187.hoa,?,?,buchi,2,1,2,1.0,1.096,True,Fa
aut_25191.hoa,?,?,buchi,2,1,2,1.0,1.105,True,Fa
aut_25219.hoa,?,?,buchi,2,1,2,1.0,1.106,True,Fa
aut_25223.hoa,?,?,buchi,2,1,2,1.0,1.105,True,Fa
aut_25283.hoa,?,?,buchi,2,1,2,1.0,1.103,True,Fa
aut_25287.hoa,?,?,buchi,2,1,2,1.0,1.105,True,Fa
aut_25392.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_25395.hoa,?,?,acc,1,0,1,1.0,1.117,True,1
aut_25396.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_25399.hoa,?,?,acc,1,0,1,1.0,1.115,True,1
aut_25400.hoa,?,?,daisy2,1,0,1,1.0,0.062,True,1
aut_25404.hoa,?,?,daisy2,1,0,1,1.0,0.061,True,1
aut_25456.hoa,?,?,daisy2,1,0,1,1.0,0.063,True,1
aut_25459.hoa,?,?,acc,1,0,1,1.0,1.115,True,1
aut_25460.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_25463.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_25464.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_25468.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_25616.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_25618.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_25619.hoa,?,?,acc,1,0,1,1.0,1.116,True,1
aut_25635.hoa,?,?,acc,1,0,1,1.0,1.124,True,1
aut_25667.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_25671.hoa,?,?,acc,1,0,1,1.0,1.120,True,1
aut_25699.hoa,?,?,acc,1,0,1,1.0,1.121,True,1
aut_25731.hoa,?,?,acc,1,0,1,1.0,1.114,True,1
aut_25735.hoa,?,?,acc,1,0,1,1.0,1.123,True,1
aut_25795.hoa,?,?,acc,1,0,1,1.0,1.144,True,1
aut_25799.hoa,?,?,acc,1,0,1,1.0,1.125,True,1
aut_26128.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_26131.hoa,?,?,acc,1,0,1,1.0,1.118,True,1
aut_26147.hoa,?,?,acc,1,0,1,1.0,1.118,True,1
aut_26151.hoa,?,?,acc,1,0,1,1.0,1.117,True,1
aut_26179.hoa,?,?,acc,1,0,1,1.0,1.118,True,1
aut_26183.hoa,?,?,acc,1,0,1,1.0,1.115,True,1
aut_26211.hoa,?,?,acc,1,0,1,1.0,1.113,True,1
aut_26215.hoa,?,?,acc,1,0,1,1.0,1.112,True,1
aut_26243.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_26247.hoa,?,?,acc,1,0,1,1.0,1.108,True,1
aut_26307.hoa,?,?,acc,1,0,1,1.0,1.112,True,1
aut_26311.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_26416.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_26419.hoa,?,?,acc,1,0,1,1.0,1.103,True,1
aut_26420.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_26423.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_26424.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_26428.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_26480.hoa,?,?,daisy2,1,0,1,1.0,0.062,True,1
aut_26483.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_26484.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_26487.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_26488.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_26492.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_26625.hoa,?,?,daisy+strength2,2,1,2,1.0,0.064,True,Fa
aut_26640.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_26642.hoa,?,?,buchi,8,3,13,1.6,1.105,True,Fa & G(!a | X(!a R Fa))
aut_26643.hoa,?,?,buchi,2,1,2,1.0,1.109,True,Fa
aut_26644.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_26646.hoa,?,?,buchi,619,111,820086,1324.9,1.177,UNVERIFIED_SIZE,<unflattened DAG: 820086 tree nodes>
aut_26647.hoa,?,?,buchi,2,1,2,1.0,1.108,True,Fa
aut_26659.hoa,?,?,buchi,2,1,2,1.0,1.113,True,Fa
aut_26691.hoa,?,?,buchi,2,1,2,1.0,1.110,True,Fa
aut_26695.hoa,?,?,buchi,2,1,2,1.0,1.117,True,Fa
aut_26723.hoa,?,?,buchi,2,1,2,1.0,1.106,True,Fa
aut_26755.hoa,?,?,buchi,2,1,2,1.0,1.111,True,Fa
aut_26759.hoa,?,?,buchi,2,1,2,1.0,1.115,True,Fa
aut_26819.hoa,?,?,buchi,2,1,2,1.0,1.111,True,Fa
aut_26823.hoa,?,?,buchi,2,1,2,1.0,1.124,True,Fa
aut_27664.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_27666.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_27672.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_27699.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_27703.hoa,?,?,acc,1,0,1,1.0,1.103,True,1
aut_27715.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_27719.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_27779.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_27783.hoa,?,?,acc,1,0,1,1.0,1.108,True,1
aut_27843.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_27847.hoa,?,?,acc,1,0,1,1.0,1.108,True,1
aut_28930.hoa,?,?,daisy+strength2,1,0,1,1.0,0.063,True,1
aut_28931.hoa,?,?,daisy,4,2,4,1.0,0.062,True,GF!a
aut_28934.hoa,?,?,daisy,1,0,1,1.0,0.066,True,1
aut_28935.hoa,?,?,daisy,4,2,4,1.0,0.064,True,GF!a
aut_28960.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_28962.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_28964.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_28966.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_28968.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_28972.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_28976.hoa,?,?,daisy2,4,2,4,1.0,0.065,True,GF!a
aut_28980.hoa,?,?,daisy2,4,2,4,1.0,0.065,True,GF!a
aut_28992.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_28994.hoa,?,?,acc,1,0,1,1.0,1.102,True,1
aut_28995.hoa,?,?,acc,1,0,1,1.0,1.111,True,1
aut_29024.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_29026.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_29028.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_29030.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_29032.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_29036.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_29040.hoa,?,?,daisy2,1,0,1,1.0,0.061,True,1
aut_29056.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_29058.hoa,?,?,acc,1,0,1,1.0,1.102,True,1
aut_29059.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_29060.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_29062.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_29120.hoa,?,?,daisy2,4,2,4,1.0,0.065,True,GF!a
aut_29122.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_29123.hoa,?,?,buchi,8,3,13,1.6,1.105,True,F!a & G(a | X(a R F!a))
aut_29124.hoa,?,?,daisy2,4,2,4,1.0,0.065,True,GF!a
aut_29127.hoa,?,?,buchi,8,3,13,1.6,1.114,True,F!a & G(a | X(a R F!a))
aut_29216.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_29218.hoa,?,?,acc,1,0,1,1.0,1.101,True,1
aut_29220.hoa,?,?,daisy2,1,0,1,1.0,0.061,True,1
aut_29222.hoa,?,?,acc,1,0,1,1.0,1.103,True,1
aut_29224.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_29228.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_29280.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_29282.hoa,?,?,acc,1,0,1,1.0,1.098,True,1
aut_29284.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_29286.hoa,?,?,acc,1,0,1,1.0,1.112,True,1
aut_29288.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_29292.hoa,?,?,daisy2,1,0,1,1.0,0.068,True,1
aut_29442.hoa,?,?,daisy+strength2,9,4,12,1.3,0.066,True,F((!a & XGa) | GF!a)
aut_29446.hoa,?,?,daisy,9,5,12,1.3,0.065,True,F(GF!a | (!a & GFa))
aut_29456.hoa,?,?,daisy2,4,2,4,1.0,0.062,True,GF!a
aut_29458.hoa,?,?,buchi,3,1,3,1.0,1.104,True,F!a
aut_29460.hoa,?,?,daisy2,4,2,4,1.0,0.065,True,GF!a
aut_29490.hoa,?,?,buchi,3,1,3,1.0,1.113,True,F!a
aut_29494.hoa,?,?,buchi,3,1,3,1.0,1.108,True,F!a
aut_29506.hoa,?,?,buchi,3,1,3,1.0,1.114,True,F!a
aut_29510.hoa,?,?,buchi,3,1,3,1.0,1.123,True,F!a
aut_29554.hoa,?,?,buchi,3,1,3,1.0,1.112,True,F!a
aut_29558.hoa,?,?,buchi,3,1,3,1.0,1.112,True,F!a
aut_29570.hoa,?,?,buchi,3,1,3,1.0,1.117,True,F!a
aut_29574.hoa,?,?,buchi,3,1,3,1.0,1.111,True,F!a
aut_29634.hoa,?,?,buchi,3,1,3,1.0,1.104,True,F!a
aut_29638.hoa,?,?,buchi,3,1,3,1.0,1.133,True,F!a
aut_29712.hoa,?,?,daisy2,1,0,1,1.0,0.067,True,1
aut_29714.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_29715.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_29746.hoa,?,?,acc,1,0,1,1.0,1.108,True,1
aut_29762.hoa,?,?,acc,1,0,1,1.0,1.115,True,1
aut_29766.hoa,?,?,acc,1,0,1,1.0,1.101,True,1
aut_29810.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_29826.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_29830.hoa,?,?,acc,1,0,1,1.0,1.100,True,1
aut_29890.hoa,?,?,acc,1,0,1,1.0,1.103,True,1
aut_29894.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_30240.hoa,?,?,daisy2,1,0,1,1.0,0.063,True,1
aut_30242.hoa,?,?,acc,1,0,1,1.0,1.120,True,1
aut_30244.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_30246.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_30248.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_30252.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_30304.hoa,?,?,daisy2,1,0,1,1.0,0.061,True,1
aut_30306.hoa,?,?,acc,1,0,1,1.0,1.112,True,1
aut_30308.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_30310.hoa,?,?,acc,1,0,1,1.0,1.112,True,1
aut_30312.hoa,?,?,daisy2,1,0,1,1.0,0.062,True,1
aut_30316.hoa,?,?,daisy2,1,0,1,1.0,0.062,True,1
aut_30480.hoa,?,?,daisy2,1,0,1,1.0,0.062,True,1
aut_30482.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_30514.hoa,?,?,acc,1,0,1,1.0,1.113,True,1
aut_30518.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_30530.hoa,?,?,acc,1,0,1,1.0,1.101,True,1
aut_30534.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_30578.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_30582.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_30594.hoa,?,?,acc,1,0,1,1.0,1.118,True,1
aut_30598.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_30658.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_30662.hoa,?,?,acc,1,0,1,1.0,1.112,True,1
aut_30736.hoa,?,?,daisy2,1,0,1,1.0,0.063,True,1
aut_30739.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_30748.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_30754.hoa,?,?,acc,1,0,1,1.0,1.098,True,1
aut_30758.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_30786.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_30790.hoa,?,?,acc,1,0,1,1.0,1.111,True,1
aut_30850.hoa,?,?,acc,1,0,1,1.0,1.114,True,1
aut_30854.hoa,?,?,acc,1,0,1,1.0,1.103,True,1
aut_30914.hoa,?,?,acc,1,0,1,1.0,1.113,True,1
aut_30918.hoa,?,?,acc,1,0,1,1.0,1.120,True,1
aut_31745.hoa,?,?,daisy+strength2,3,1,3,1.0,0.066,True,F!a
aut_31760.hoa,?,?,daisy2,4,2,4,1.0,0.066,True,GF!a
aut_31762.hoa,?,?,buchi,3,1,3,1.0,1.111,True,F!a
aut_31763.hoa,?,?,buchi,8,3,13,1.6,1.117,True,F!a & G(a | X(a R F!a))
aut_31764.hoa,?,?,daisy2,4,2,4,1.0,0.066,True,GF!a
aut_31766.hoa,?,?,buchi,3,1,3,1.0,1.124,True,F!a
aut_31767.hoa,?,?,buchi,619,111,796540,1286.8,1.185,UNVERIFIED_SIZE,<unflattened DAG: 796540 tree nodes>
aut_31794.hoa,?,?,buchi,3,1,3,1.0,1.105,True,F!a
aut_31810.hoa,?,?,buchi,3,1,3,1.0,1.102,True,F!a
aut_31814.hoa,?,?,buchi,3,1,3,1.0,1.110,True,F!a
aut_31858.hoa,?,?,buchi,3,1,3,1.0,1.115,True,F!a
aut_31874.hoa,?,?,buchi,3,1,3,1.0,1.113,True,F!a
aut_31878.hoa,?,?,buchi,3,1,3,1.0,1.100,True,F!a
aut_31938.hoa,?,?,buchi,3,1,3,1.0,1.108,True,F!a
aut_31942.hoa,?,?,buchi,3,1,3,1.0,1.109,True,F!a
aut_33027.hoa,?,?,daisy,4,2,5,1.2,0.065,True,a U G!a
aut_33030.hoa,?,?,daisy,3,2,3,1.0,0.066,True,GFa
aut_33031.hoa,?,?,daisy,4,2,4,1.0,0.065,True,GF!a
aut_33056.hoa,?,?,daisy2,4,1,5,1.2,0.067,True,G(a | Xa)
aut_33058.hoa,?,?,buchi,32,8,88,2.8,1.119,True,((!a R (a | Xa)) & (Ga | ((!a & X!a) R (!a | X(!a | X(!a R (a | Xa)))))) & ((!a …
aut_33060.hoa,?,?,daisy2,3,2,3,1.0,0.066,True,GFa
aut_33062.hoa,?,?,buchi,8,3,16,2.0,1.103,True,(!a R Fa) & G(!a | X(!a R Fa))
aut_33064.hoa,?,?,daisy2,4,1,5,1.2,0.066,True,G(a | Xa)
aut_33068.hoa,?,?,daisy2,3,2,3,1.0,0.066,True,GFa
aut_33072.hoa,?,?,-,,,,,0.582,NOT_LTL,
aut_33075.hoa,?,?,buchi,105,17,1371,13.1,1.143,True,X(a | X(!a | X(!a | X!a | (X(a & XF!a) & ((!a | Xa) U (a & X(a & X!a))))))) & ((…
aut_33076.hoa,?,?,daisy2,4,2,4,1.0,0.064,True,GF!a
aut_33079.hoa,?,?,buchi,9,3,14,1.6,1.109,True,X(F!a & G(a | X(a R F!a)))
aut_33080.hoa,?,?,daisy2,4,2,4,1.0,0.065,True,GF!a
aut_33084.hoa,?,?,buchi,105,17,1371,13.1,1.136,True,X(a | X(!a | X(!a | X!a | (X(a & XF!a) & ((!a | Xa) U (a & X(a & X!a))))))) & ((…
aut_33088.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_33090.hoa,?,?,acc,1,0,1,1.0,1.108,True,1
aut_33091.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_33092.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_33094.hoa,?,?,acc,1,0,1,1.0,1.108,True,1
aut_33095.hoa,?,?,acc,1,0,1,1.0,1.112,True,1
aut_33096.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_33100.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_33120.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_33122.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_33124.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_33126.hoa,?,?,acc,1,0,1,1.0,1.117,True,1
aut_33128.hoa,?,?,daisy2,1,0,1,1.0,0.061,True,1
aut_33132.hoa,?,?,daisy2,1,0,1,1.0,0.063,True,1
aut_33136.hoa,?,?,daisy2,1,0,1,1.0,0.062,True,1
aut_33139.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_33140.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_33143.hoa,?,?,acc,1,0,1,1.0,1.111,True,1
aut_33144.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_33148.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_33152.hoa,?,?,daisy2,4,1,5,1.2,0.067,True,G(a | Xa)
aut_33154.hoa,?,?,buchi,32,8,88,2.8,1.121,True,((!a R (a | Xa)) & (Ga | ((!a & X!a) R (!a | X(!a | X(!a R (a | Xa)))))) & ((!a …
aut_33155.hoa,?,?,acc,1,0,1,1.0,1.114,True,1
aut_33156.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_33158.hoa,?,?,buchi,64,13,369,5.8,1.118,True,(G(!a | X(!a R (a | X((a & XF!a) | (!a & X(F(a & XF!a) & (a | Xa | (X(!a & XFa) …
aut_33216.hoa,?,?,-,,,,,0.586,NOT_LTL,
aut_33218.hoa,?,?,acc,1,0,1,1.0,1.108,True,1
aut_33219.hoa,?,?,buchi,105,17,1371,13.1,1.133,True,X(a | X(!a | X(!a | X!a | (X(a & XF!a) & ((!a | Xa) U (a & X(a & X!a))))))) & ((…
aut_33220.hoa,?,?,daisy2,4,2,4,1.0,0.064,True,GF!a
aut_33222.hoa,?,?,acc,1,0,1,1.0,1.100,True,1
aut_33223.hoa,?,?,buchi,19,4,35,1.8,1.118,True,F!a & (a | XF!a) & (XG(a | X(a R F!a)) | (a & X(!a & (a | G(a | X!a)))))
aut_33224.hoa,?,?,daisy2,4,2,4,1.0,0.065,True,GF!a
aut_33228.hoa,?,?,buchi,276,58,3213,11.6,1.177,True,((!a & X!a) | (((a & X!a) | (!a & X(a & X!a)) | ((XXXF!a | (a & XXF!a)) & ((a & …
aut_33283.hoa,?,?,daisy,6,2,8,1.3,0.064,True,a & X(a U G!a)
aut_33287.hoa,?,?,daisy,5,2,6,1.2,0.064,True,a & GF!a
aut_33296.hoa,?,?,buchi,30,5,71,2.4,1.117,True,a & ((X(a | Xa) & ((!a & X!a) R ((!a | X(!a | X(!a R (a | Xa)))) & (a | X(!a | X…
aut_33298.hoa,?,?,partscc,5,1,7,1.4,0.065,True,a & G(a | Xa)
aut_33299.hoa,?,?,acc,1,0,1,1.0,1.109,True,a
aut_33300.hoa,?,?,buchi,16,4,31,1.9,1.106,True,a & XFa & G((!a | X(!a | X(!a R Fa))) & (a | X(a R (!a | XFa))))
aut_33303.hoa,?,?,acc,1,0,1,1.0,1.109,True,a
aut_33304.hoa,?,?,buchi,30,5,71,2.4,1.118,True,a & ((X(a | Xa) & ((!a & X!a) R ((!a | X(!a | X(!a R (a | Xa)))) & (a | X(!a | X…
aut_33308.hoa,?,?,buchi,16,4,31,1.9,1.112,True,a & XFa & G((!a | X(!a | X(!a R Fa))) & (a | X(a R (!a | XFa))))
aut_33315.hoa,?,?,buchi,787,147,6052771,7690.9,1.188,UNVERIFIED_SIZE,<unflattened DAG: 6052771 tree nodes>
aut_33316.hoa,?,?,buchi,184,35,73119,397.4,1.140,True,a & (!a | X(a | X((a | Xa | (X(!a & XFa) & ((a | X!a) U (!a & X(!a & Xa))))) & (…
aut_33319.hoa,?,?,acc,1,0,1,1.0,1.111,True,a
aut_33324.hoa,?,?,buchi,460,85,3620391,7870.4,1.171,UNVERIFIED_SIZE,<unflattened DAG: 3620391 tree nodes>
aut_33328.hoa,?,?,buchi,14,3,29,2.1,1.116,True,a & XF!a & ((!a & X!a) R (!a | X(!a R (a | X(a & XF!a)))))
aut_33331.hoa,?,?,buchi,24,5,51,2.1,1.133,True,a & F!a & X((a | XF!a) & ((!a & (a | G(a | X!a))) | G((a | X(a | X(a R F!a))) & …
aut_33332.hoa,?,?,buchi,4346,738,315091768906091,72501557502.6,1.474,UNVERIFIED_SIZE,<unflattened DAG: 315091768906091 tree nodes>
aut_33335.hoa,?,?,buchi,18,5,35,1.9,1.112,True,a & F(a & XF!a) & G((!a | X(!a R (a | XF!a))) & (a | X(a | X(a R F!a))))
aut_33336.hoa,?,?,buchi,14,3,29,2.1,1.115,True,a & XF!a & ((!a & X!a) R (!a | X(!a R (a | X(a & XF!a)))))
aut_33340.hoa,?,?,buchi,159,27,10512,66.1,1.147,True,(a & (X!a | F((!a & X(!a U (a & X!a))) | (a & X(a & (X(!a | X!a | (X(a & XF!a) &…
aut_33344.hoa,?,?,buchi,30,5,71,2.4,1.115,True,a & ((X(a | Xa) & ((!a & X!a) R ((!a | X(!a | X(!a R (a | Xa)))) & (a | X(!a | X…
aut_33346.hoa,?,?,partscc,5,1,7,1.4,0.065,True,a & G(a | Xa)
aut_33347.hoa,?,?,acc,1,0,1,1.0,1.104,True,a
aut_33348.hoa,?,?,buchi,5161,876,2945605709571695,570743210535.1,1.533,UNVERIFIED_SIZE,<unflattened DAG: 2945605709571695 tree nodes>
aut_33351.hoa,?,?,acc,1,0,1,1.0,1.107,True,a
aut_33352.hoa,?,?,buchi,30,5,71,2.4,1.114,True,a & ((X(a | Xa) & ((!a & X!a) R ((!a | X(!a | X(!a R (a | Xa)))) & (a | X(!a | X…
aut_33356.hoa,?,?,buchi,5161,876,2945605709571695,570743210535.1,1.546,UNVERIFIED_SIZE,<unflattened DAG: 2945605709571695 tree nodes>
aut_33376.hoa,?,?,buchi,30,5,71,2.4,1.115,True,a & ((X(a | Xa) & ((!a & X!a) R ((!a | X(!a | X(!a R (a | Xa)))) & (a | X(!a | X…
aut_33379.hoa,?,?,acc,1,0,1,1.0,1.106,True,a
aut_33380.hoa,?,?,buchi,16,4,31,1.9,1.118,True,a & XFa & G((!a | X(!a | X(!a R Fa))) & (a | X(a R (!a | XFa))))
aut_33383.hoa,?,?,acc,1,0,1,1.0,1.107,True,a
aut_33384.hoa,?,?,buchi,30,5,71,2.4,1.116,True,a & ((X(a | Xa) & ((!a & X!a) R ((!a | X(!a | X(!a R (a | Xa)))) & (a | X(!a | X…
